author_id,last_name,first_name,middle_name,gender,total_pubs,total_cites,avg_cites,med_coauthors,n_unique_coauthors,hindex,rank_total_pubs,rank_total_cites,rank_avg_cites,rank_hindex
ReulandG,Reuland,Gina,,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
ReuschS,Reusch,S,,,1,0,0.0,9.0,9,0,37927,52903,52903,52903
ReuskenA,Reusken,Arnold,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
ReverdyC,Reverdy,Clement,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RevolB,Revol,Bertrand,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
ReynoldsS,Reynolds,Sally,,F,1,0,0.0,6.0,6,0,37927,52903,52903,52903
RezaeenourJ,Rezaeenour,Jalal,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RezagholiS,Rezagholi,Sharwin,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RezapourianM,Rezapourian,Mohammad,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RezineA,Rezine,Ahmed,,M,2,0,0.0,1.0,2,0,14983,52903,52903,52903
RhodinH,Rhodin,Helge,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RiaN,Ria,Nushrat,Jahan,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RianiM,Riani,Manuel,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RibaC,Riba,Colin,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RibasR,Ribas,Renato,P,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RicciS,Ricci,Stefano,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
ResckL,Resck,Lucas,E,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RichardsonG,Richardson,Guy,,,2,0,0.0,4.0,8,0,14983,52903,52903,52903
ReschS,Resch,Salonik,,F,1,0,0.0,10.0,10,0,37927,52903,52903,52903
RepovsD,Repovs,D,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ReichlF,Reichl,FranzXaver,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
ReidD,Reid,Darryn,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ReidP,Reid,Peter,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
ReidS,Reid,Samuel,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ReidyS,Reidy,Selina,,F,1,0,0.0,6.0,6,0,37927,52903,52903,52903
ReifU,Reif,Ulrich,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
ReinholdS,Reinhold,Stefan,,M,2,0,0.0,5.0,7,0,14983,52903,52903,52903
ReissS,Reiss,Simon,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
ReisserS,Reisser,Simon,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
ReissmannN,Reissmann,Nico,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ReitzF,Reitz,Florian,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
RemaudM,Remaud,Maxime,,F,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RemillionM,Remillion,Monica,N,F,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RemkeA,Remke,Anne,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RenS,Ren,Simiao,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RenaudinM,Renaudin,Marc,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RenauxA,Renaux,Alexandre,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RenavilleF,Renaville,Francois,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RendonManchaJ,RendonMancha,J,M,,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RequileC,Requile,Clement,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RobbanaR,Robbana,Riadh,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RichardsonL,Richardson,Lee,F,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RichiardiJ,Richiardi,Jonas,,M,1,0,0.0,8.0,8,0,37927,52903,52903,52903
RipamontiL,Ripamonti,Laura,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RischV,Risch,Vincent,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RittichH,Rittich,Hannah,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RittoT,Ritto,Thiago,G,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RituertoGonzalezE,RituertoGonzalez,Esther,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RitzF,Ritz,Fabian,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RivailA,Rivail,Antoine,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RiveraR,Rivera,Rodrigo,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RiveraVillicanaJ,RiveraVillicana,Jessica,,F,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RiveroM,Rivero,M,,,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RivieccioU,Rivieccio,Umberto,,M,2,0,0.0,3.0,6,0,14983,52903,52903,52903
RiviereB,Riviere,B,,,2,0,0.0,2.0,3,0,14983,52903,52903,52903
RizouS,Rizou,Sofia,,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RizviS,Rizvi,Syed,Tahseen,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RizzatoF,Rizzato,F,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RizziG,Rizzi,Giulia,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RizzoA,Rizzo,Alessandro,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RizzoJ,Rizzo,JohnRoss,,M,1,0,0.0,14.0,14,0,37927,52903,52903,52903
RizzoliM,Rizzoli,Massimo,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RiosS,Rios,Sebastian,A,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RichertF,Richert,Frederieke,,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RiosM,Rios,Miguel,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RinghE,Ringh,Emil,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RichterD,Richter,Dirk,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RicoF,Rico,Francisco,Martn,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RidgeT,Ridge,Tom,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RiedelH,Riedel,Henrik,,M,1,0,0.0,7.0,7,0,37927,52903,52903,52903
RiediR,Riedi,Rudolf,H,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RiedlK,Riedl,Konstantin,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RielA,Riel,Andreas,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RiemerSorensenS,RiemerSorensen,Signe,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RienerH,Riener,Heinz,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RieserA,Rieser,Antonio,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RifatS,Rifat,Sadique,Ahmmod,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RigaudG,Rigaud,Gael,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RigaultB,Rigault,Bastien,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RigaultM,Rigault,M,,,1,0,0.0,39.0,39,0,37927,52903,52903,52903
RigbyA,Rigby,Alex,,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RiggerM,Rigger,Manuel,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RiggiV,Riggi,Valerio,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RigoL,Rigo,Luis,O,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RileyB,Riley,Brad,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RinneO,Rinne,Oliver,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RubenB,Ruben,Benjamin,S,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RubianoT,Rubiano,Thomas,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RubinJ,Rubin,Julia,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SaraswatV,Saraswat,Vivek,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SardarL,Sardar,Laltu,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SardinaS,Sardina,Sebastian,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SargsyanH,Sargsyan,Hovhannes,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SaricJ,Saric,Josip,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaridenaA,Saridena,Apoorva,Nandini,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaridouB,Saridou,Betty,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SarigiannidisG,Sarigiannidis,George,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SarletteA,Sarlette,Alain,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SarmaG,Sarma,Gopal,P,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SarnaN,Sarna,Neeraj,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
SarriA,Sarri,Arnau,Mart,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SaruwatariS,Saruwatari,Shunsuke,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SasanoT,Sasano,Tomohiro,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SassiJ,Sassi,Johan,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SauS,Sau,Suman,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SauerwaldK,Sauerwald,Kai,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SauerweinT,Sauerwein,T,E,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaundersC,Saunders,C,,,1,0,0.0,39.0,39,0,37927,52903,52903,52903
SaramudM,Saramud,M,V,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SaurinA,Saurin,Alexis,,M,2,0,0.0,2.0,4,0,14983,52903,52903,52903
SarafrazM,Sarafraz,Mohammad,Saeed,M,2,0,0.0,2.0,3,0,14983,52903,52903,52903
SaptawijayaA,Saptawijaya,Ari,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SandeepaC,Sandeepa,Chamara,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SanderR,Sander,Ryan,,,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SandersW,Sanders,William,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SandholtzN,Sandholtz,Nathan,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SandlerA,Sandler,Andrei,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SandmannC,Sandmann,Christian,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
SandomirskiyF,Sandomirskiy,Fedor,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SandstromM,Sandstrom,Max,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SanghviY,Sanghvi,Yash,,,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SanguillonM,Sanguillon,Michele,,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SanoS,Sano,Shin,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SantanderM,Santander,Miguel,Rodrguez,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SanthanamA,Santhanam,Anand,P,M,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SanthiappanS,Santhiappan,Sudarsun,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SantiniC,Santini,Cristian,,M,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SantocanaleL,Santocanale,Luigi,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
SantosN,Santos,Nuno,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SantosS,Santos,Samuel,Felipe,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SappaA,Sappa,Angel,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SarafA,Saraf,Aditya,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SandbergS,Sandberg,Sven,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SauvageF,Sauvage,Frederic,,M,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SavageL,Savage,Liliana,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SchalkA,Schalk,Andrea,,F,2,0,0.0,1.0,2,0,14983,52903,52903,52903
SchallerM,Schaller,Matthieu,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SchangF,Schang,Fabien,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SchaperM,Schaper,Michael,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SchappelJ,Schappel,Joshua,M,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
ScharagerM,Scharager,Matias,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SchatzL,Schatz,L,,,1,0,0.0,17.0,17,0,37927,52903,52903,52903
SchaudtO,Schaudt,Oliver,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SchebeschF,Schebesch,Frank,,M,1,0,0.0,8.0,8,0,37927,52903,52903,52903
ScheiblechnerP,Scheiblechner,Peter,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
ScheiblerK,Scheibler,Karsten,,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
ScheidweilerR,Scheidweiler,Robert,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ScheiermannJ,Scheiermann,Johannes,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SchenckR,Schenck,Robert,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SchenkT,Schenk,Timo,,,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SchettM,Schett,Maria,A,F,1,0,0.0,1.0,1,0,37927,52903,52903,52903
ScheuermannB,Scheuermann,Bjorn,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ScheundersP,Scheunders,Paul,,,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SchidlerA,Schidler,Andre,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SchaferG,Schafer,Georg,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SavageJ,Savage,Jesus,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SchaferC,Schafer,Christoph,M,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SchackT,Schack,Tobias,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SavageN,Savage,Nick,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SavinoA,Savino,Alessandro,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SaviozziM,Saviozzi,Matteo,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SavoD,Savo,Domenico,Fabio,M,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SawabeY,Sawabe,Yuuki,,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SawangwitU,Sawangwit,U,,,1,0,0.0,47.0,47,0,37927,52903,52903,52903
SawatzkyJ,Sawatzky,Johann,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaxenaI,Saxena,Ishan,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SaxenaP,Saxena,Prateek,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SayarI,Sayar,Imen,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SayedahmedH,Sayedahmed,Hamdy,A,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SayrolE,Sayrol,Elisa,,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SbardoliniG,Sbardolini,Giorgio,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
ScandariatoR,Scandariato,Riccardo,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
ScarciottiG,Scarciotti,Giordano,,M,2,0,0.0,1.0,1,0,14983,52903,52903,52903
ScarinciA,Scarinci,Andrea,,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
ScartonC,Scarton,Carolina,,F,2,0,0.0,2.5,3,0,14983,52903,52903,52903
ScateniR,Scateni,Riccardo,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
ScerriK,Scerri,Kenneth,,M,1,0,0.0,8.0,8,0,37927,52903,52903,52903
SchaeferM,Schaefer,Marcus,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SanchezLopezJ,SanchezLopez,Jose,Luis,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SanchezE,Sanchez,Ernesto,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SanchesF,Sanches,Fabio,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RuskaiM,Ruskai,Mary,Beth,,1,0,0.0,0.0,0,0,37927,52903,52903,52903
RuskucN,Ruskuc,Nik,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RusnachenkoN,Rusnachenko,Nicolay,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RusuM,Rusu,Mirabela,,,1,0,0.0,13.0,13,0,37927,52903,52903,52903
RuzayqatH,Ruzayqat,Hamza,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
RybakovS,Rybakov,Sergey,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RyczkoK,Ryczko,Kevin,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RyderR,Ryder,Robin,J,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RyuE,Ryu,EunSeok,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RyuH,Ryu,Hoseok,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RyutinK,Ryutin,K,S,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaariK,Saari,Kalle,,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SabagO,Sabag,Oron,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SabininG,Sabinin,Grigory,V,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaccoN,Sacco,Nicola,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SadeghianH,Sadeghian,Hamid,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SadikB,Sadik,Brahim,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SadkovA,Sadkov,Andrey,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SadovS,Sadov,Sergey,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RuppF,Rupp,Florian,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaffariH,Saffari,Hamidreza,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RungeT,Runge,Tobias,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RunborgO,Runborg,Olof,,,2,0,0.0,2.5,5,0,14983,52903,52903,52903
RubinfeldR,Rubinfeld,Ronitt,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RubinoS,Rubino,Samuele,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RubnerC,Rubner,Carolin,,F,1,0,0.0,7.0,7,0,37927,52903,52903,52903
RubtsovG,Rubtsov,G,,,1,0,0.0,6.0,6,0,37927,52903,52903,52903
RubtsovaA,Rubtsova,A,S,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RuckerC,Rucker,Caleb,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RudieK,Rudie,Karen,,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RudyyO,Rudyy,Oleksandr,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RueJ,Rue,Juanjo,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RuedigerP,Ruediger,Patrick,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RuessH,Ruess,Harald,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
RuginaA,Rugina,A,,,1,0,0.0,11.0,11,0,37927,52903,52903,52903
RuizC,Ruiz,Carlos,David,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RuizCorreaS,RuizCorrea,Salvador,,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RuizJ,Ruiz,Jose,Enrique,,1,0,0.0,5.0,5,0,37927,52903,52903,52903
RuminskiJ,Ruminski,Jacek,,M,1,0,0.0,8.0,8,0,37927,52903,52903,52903
RumpfA,Rumpf,Adam,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
RumseyS,Rumsey,Susanna,E,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
RunarssonT,Runarsson,Thomas,P,M,1,0,0.0,7.0,7,0,37927,52903,52903,52903
RungeK,Runge,K,,,1,0,0.0,39.0,39,0,37927,52903,52903,52903
SafronA,Safron,Adam,,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaftM,Saft,Matthias,,M,1,0,0.0,7.0,7,0,37927,52903,52903,52903
SagduyuY,Sagduyu,Yalin,E,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SalimiB,Salimi,Babak,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SaliouG,Saliou,Guillaume,,M,1,0,0.0,8.0,8,0,37927,52903,52903,52903
SalujaR,Saluja,Rohit,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SalvatelliV,Salvatelli,Valentina,,F,1,0,0.0,8.0,8,0,37927,52903,52903,52903
SalvatiS,Salvati,Sylvain,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SalzerM,Salzer,Marco,,M,2,0,0.0,2.0,3,0,14983,52903,52903,52903
SamalR,Samal,Robert,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SamarinM,Samarin,Maxim,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SambarinoI,Sambarino,Ilaria,,F,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SameerN,Sameer,Neyshith,,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SamenkoI,Samenko,Igor,,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SamhatA,Samhat,Abed,Ellatif,,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SamiA,Sami,Ashkan,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SamiH,Sami,Hani,,,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SamorzewskiA,Samorzewski,Adam,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SamoylenkoD,Samoylenko,Dmitriy,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SampathS,Sampath,Sivananthan,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SamuelM,Samuel,Matthew,J,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
SananP,Sanan,Patrick,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SalikhmetovA,Salikhmetov,Anton,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
SalenbienR,Salenbien,Robbe,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SalemT,Salem,Tawfiq,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SaleemA,Saleem,Ali,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SagebaumM,Sagebaum,Max,,,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaghaeiH,Saghaei,Hamed,,M,1,0,0.0,0.0,0,0,37927,52903,52903,52903
SagotB,Sagot,Benoit,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SahariaN,Saharia,Navanath,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SaibeneA,Saibene,Aurora,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SaierT,Saier,Tarek,,F,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SainiJ,Saini,Jitender,,M,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SaintPierreC,SaintPierre,Cecilia,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SaiocG,Saioc,GeorgianVlad,,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
ReichertJ,Reichert,Johanna,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SakhiyaP,Sakhiya,Parthkumar,V,,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SakibA,Sakib,A,H,,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SakoT,Sako,T,,,1,0,0.0,6.0,6,0,37927,52903,52903,52903
SakotaM,Sakota,Marija,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SakumaT,Sakuma,Tatsuya,,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
SalakaV,Salaka,Vamsi,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SalapakaM,Salapaka,Murti,V,,1,0,0.0,4.0,4,0,37927,52903,52903,52903
SalaunC,Salaun,Corentin,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SalazarJuradoE,SalazarJurado,Edwin,H,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
SaldanhaM,Saldanha,Matheus,Henrique,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
SakhujaJ,Sakhuja,Jayatika,,F,1,0,0.0,3.0,3,0,37927,52903,52903,52903
SchiefelbeinJ,Schiefelbein,Johannes,,M,1,0,0.0,6.0,6,0,37927,52903,52903,52903
ReichertA,Reichert,Austin,,M,1,0,0.0,5.0,5,0,37927,52903,52903,52903
ReichC,Reich,Christoph,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
PitombeiraNetoA,PitombeiraNeto,Anselmo,R,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
PitsiosS,Pitsios,Stamatis,,M,2,0,0.0,6.0,6,0,14983,52903,52903,52903
PittouM,Pittou,Maria,,F,1,0,0.0,1.0,1,0,37927,52903,52903,52903
PitzerE,Pitzer,Erik,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
PlacedJ,Placed,Julio,A,M,1,0,0.0,1.0,1,0,37927,52903,52903,52903
PlangprasopchokA,Plangprasopchok,Anon,,,1,0,0.0,3.0,3,0,37927,52903,52903,52903
PlanteR,Plante,Raymond,L,M,1,0,0.0,11.0,11,0,37927,52903,52903,52903
PlattG,Platt,Gustavo,Mendes,M,2,0,0.0,4.0,6,0,14983,52903,52903,52903
PlickT,Plick,Thomas,A,M,1,0,0.0,2.0,2,0,37927,52903,52903,52903
PloennigsJ,Ploennigs,Joern,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
PlyukhinD,Plyukhin,Dan,,,1,0,0.0,1.0,1,0,37927,52903,52903,52903
PochwatkoG,Pochwatko,Grzegorz,,M,1,0,0.0,10.0,10,0,37927,52903,52903,52903
PocoJ,Poco,Jorge,,M,2,0,0.0,4.0,7,0,14983,52903,52903,52903
PoelM,Poel,Mannes,,,1,0,0.0,6.0,6,0,37927,52903,52903,52903
PoggiCorradiniP,PoggiCorradini,Pietro,,M,1,0,0.0,3.0,3,0,37927,52903,52903,52903
PokornaA,Pokorna,Aneta,,F,1,0,0.0,4.0,4,0,37927,52903,52903,52903
PolackF,Polack,Fiona,A,F,1,0,0.0,5.0,5,0,37927,52903,52903,52903
